booking_id,user_id,session_id,variant,hotel_id,booking_completed,booking_value,nights,guests,room_type,payment_success,cancellation_flag,booking_date
768,22515,14998,B,478,yes,240.19,4,3,suite,yes,no,2026-05-13
769,9069,15020,B,266,yes,412.41,6,3,standard,yes,no,2026-05-12
770,16666,15021,B,448,yes,294.89,6,3,deluxe,yes,no,2026-05-02
771,6884,15054,A,170,yes,325.98,3,2,deluxe,yes,no,2026-04-27
772,23946,15064,A,54,yes,510.34,3,2,suite,yes,no,2026-05-05
773,24850,15071,A,455,yes,777.32,3,4,standard,yes,no,2026-05-07
774,12598,15073,B,461,yes,121.02,1,4,standard,yes,no,2026-05-09
775,14550,15083,A,459,yes,323.4,6,4,standard,yes,no,2026-05-01
776,5140,15090,B,221,yes,587.39,2,2,deluxe,yes,yes,2026-04-27
777,13774,15135,A,283,yes,418.61,4,4,deluxe,yes,no,2026-05-02
778,13268,15138,B,19,yes,590.96,4,3,suite,yes,no,2026-05-10
779,14497,15170,A,354,yes,748.24,3,4,deluxe,yes,no,2026-05-13
780,3167,15225,B,214,yes,329.41,2,1,standard,yes,no,2026-05-12
781,8201,15247,A,256,yes,572.53,3,2,suite,yes,no,2026-04-27
782,3106,15254,B,190,yes,457.39,1,3,suite,yes,no,2026-05-01
783,24027,15260,A,478,yes,241.7,4,3,suite,yes,no,2026-05-12
784,23164,15276,B,182,yes,326.36,3,2,standard,yes,no,2026-05-08
785,9786,15280,A,190,yes,566.16,4,3,suite,yes,no,2026-05-15
786,21581,15289,B,44,yes,729.0,2,4,suite,yes,no,2026-05-11
787,19576,15291,B,203,yes,296.43,2,3,deluxe,yes,no,2026-05-04
788,16523,15303,A,2,yes,341.46,1,4,suite,yes,no,2026-05-05
789,8148,15325,B,19,yes,563.51,6,4,standard,yes,no,2026-05-15
790,11195,15341,B,330,yes,558.94,5,3,standard,yes,no,2026-05-05
791,19886,15344,A,24,yes,270.77,6,3,deluxe,yes,no,2026-05-06
792,22419,15369,A,137,yes,619.91,5,3,suite,yes,no,2026-05-11
793,17067,15375,A,21,yes,754.17,2,1,suite,yes,no,2026-05-08
794,14319,15376,A,100,yes,738.31,1,3,deluxe,yes,no,2026-04-25
795,9928,15423,A,484,yes,565.84,5,2,suite,yes,no,2026-05-14
796,14758,15428,A,220,yes,608.21,5,3,standard,yes,yes,2026-05-08
797,5398,15475,A,96,yes,292.47,5,4,suite,yes,no,2026-05-14
798,18225,15479,A,137,yes,720.94,5,2,standard,yes,no,2026-05-12
799,4205,15486,A,419,yes,385.19,1,4,deluxe,yes,no,2026-05-02
800,1696,15498,A,378,yes,90.65,4,3,standard,yes,no,2026-04-25
801,3889,15537,B,209,yes,386.37,3,3,suite,yes,no,2026-04-28
802,17390,15548,A,413,yes,499.59,6,2,suite,yes,no,2026-05-10
803,16908,15552,B,203,yes,396.82,4,2,deluxe,yes,no,2026-05-07
804,4334,15563,B,353,yes,269.88,6,3,standard,yes,no,2026-05-12
805,18326,15576,B,20,yes,399.76,2,2,standard,yes,no,2026-05-01
806,2529,15587,B,166,yes,652.13,6,1,suite,yes,no,2026-05-06
807,22457,15593,B,17,yes,187.81,1,2,deluxe,yes,no,2026-04-27
808,21027,15625,B,144,yes,402.98,6,3,standard,yes,no,2026-04-26
809,14051,15627,A,346,yes,350.38,2,4,standard,yes,no,2026-05-01
810,24466,15649,B,191,yes,733.78,3,1,deluxe,yes,no,2026-05-02
811,16819,15750,A,241,yes,180.7,3,4,deluxe,yes,no,2026-05-07
812,12076,15757,B,418,yes,319.53,2,1,standard,yes,no,2026-05-05
813,8792,15762,B,18,yes,588.96,5,2,suite,yes,no,2026-05-01
814,4138,15786,A,457,yes,168.86,5,4,standard,yes,no,2026-05-01
815,5754,15844,A,124,yes,651.16,4,2,standard,yes,no,2026-05-13
816,4614,15868,B,260,yes,408.02,3,3,deluxe,yes,yes,2026-05-13
817,23012,15904,B,175,yes,491.06,3,2,standard,yes,no,2026-05-07
818,15019,15908,B,150,yes,399.02,6,1,suite,yes,no,2026-05-11
819,5150,15919,A,243,yes,465.57,4,1,standard,yes,no,2026-05-08
820,7335,15970,A,463,yes,584.11,4,1,suite,yes,no,2026-05-05
821,10857,15981,A,231,yes,777.14,5,1,standard,yes,no,2026-05-08
822,9143,15982,B,5,yes,745.67,6,4,suite,yes,no,2026-04-30
823,17474,16012,B,476,yes,500.54,2,1,suite,yes,no,2026-05-03
824,17674,16022,A,60,yes,408.7,5,3,deluxe,yes,no,2026-05-13
825,9299,16032,B,360,yes,712.27,3,4,standard,yes,no,2026-05-14
826,2184,16036,A,127,yes,633.26,5,4,deluxe,yes,no,2026-05-15
827,11141,16078,B,343,yes,340.99,3,4,standard,yes,no,2026-05-12
828,2702,16124,A,176,yes,534.12,2,1,standard,yes,no,2026-04-30
829,20096,16148,B,145,yes,684.45,6,1,standard,yes,no,2026-04-25
830,15162,16188,B,62,yes,311.17,3,4,suite,yes,no,2026-05-06
831,24267,16222,B,419,yes,627.19,5,2,standard,yes,no,2026-04-28
832,5379,16276,B,491,yes,277.08,2,1,deluxe,yes,yes,2026-04-27
833,18033,16277,B,277,yes,254.84,1,1,standard,yes,no,2026-05-13
834,14315,16278,B,47,yes,221.38,2,1,standard,yes,no,2026-05-09
835,7246,16287,A,152,yes,374.91,1,3,deluxe,yes,no,2026-04-26
836,17378,16297,A,249,yes,192.24,4,3,deluxe,yes,no,2026-05-09
837,19983,16303,A,413,yes,252.75,3,3,standard,yes,no,2026-04-26
838,14321,16311,B,99,yes,546.73,1,4,deluxe,yes,no,2026-05-02
839,2262,16319,A,248,yes,407.44,4,1,suite,yes,no,2026-04-25
840,12969,16324,A,224,yes,773.87,4,4,standard,yes,no,2026-05-06
841,4712,16343,B,195,yes,266.42,5,4,standard,yes,no,2026-05-07
842,20912,16372,B,481,yes,289.13,3,3,suite,yes,no,2026-05-12
843,3132,16385,B,9,yes,596.4,2,1,standard,yes,no,2026-05-01
844,21202,16404,B,426,yes,300.61,2,1,suite,yes,no,2026-05-10
845,22308,16433,B,48,yes,329.54,4,2,deluxe,yes,no,2026-05-08
846,12731,16456,A,14,yes,220.31,1,2,suite,yes,no,2026-04-28
847,12793,16460,B,439,yes,431.14,6,2,standard,yes,no,2026-05-01
848,12303,16474,B,345,yes,739.83,5,1,suite,yes,no,2026-04-27
849,3754,16478,A,311,yes,377.93,2,4,standard,yes,yes,2026-05-08
850,3958,16494,B,282,yes,503.2,4,4,deluxe,yes,no,2026-05-15
851,19140,16527,B,147,yes,451.53,1,2,suite,yes,no,2026-04-25
852,6440,16567,A,49,yes,152.04,2,4,standard,yes,no,2026-04-27
853,17530,16570,A,195,yes,343.62,6,3,deluxe,yes,no,2026-05-11
854,18508,16642,A,235,yes,171.83,2,2,suite,yes,no,2026-05-07
855,23036,16650,B,145,yes,334.24,3,2,standard,yes,no,2026-05-12
856,12893,16702,B,492,yes,335.02,2,2,deluxe,yes,no,2026-05-13
857,648,16728,A,427,yes,534.69,2,4,standard,yes,no,2026-05-06
858,11978,16739,A,150,yes,276.3,2,3,standard,yes,no,2026-04-27
859,15541,16764,B,66,yes,344.53,4,1,deluxe,yes,no,2026-05-13
860,14165,16775,B,90,yes,440.44,2,4,standard,yes,no,2026-05-03
861,20783,16798,B,104,yes,574.25,5,4,suite,yes,no,2026-05-09
862,23682,16832,A,143,yes,372.35,3,2,deluxe,yes,no,2026-04-25
863,22216,16833,B,346,yes,537.82,4,2,suite,yes,no,2026-05-04
864,1426,16858,A,77,yes,651.67,2,3,suite,yes,no,2026-04-27
865,8633,16865,A,431,yes,744.28,2,3,suite,yes,no,2026-05-10
866,8593,16906,B,324,yes,221.04,3,3,standard,yes,no,2026-05-02
867,6601,16927,B,52,yes,337.74,4,4,deluxe,yes,no,2026-05-04
868,6421,17018,B,386,yes,591.39,2,3,standard,yes,no,2026-05-03
869,4416,17024,A,110,yes,113.3,1,1,deluxe,yes,no,2026-05-06
870,3860,17025,B,469,yes,785.16,1,3,suite,yes,no,2026-04-27
871,12448,17030,B,100,yes,524.03,1,1,standard,yes,no,2026-04-26
872,5998,17040,B,57,yes,375.87,1,4,standard,yes,no,2026-05-03
873,22126,17069,B,189,yes,245.28,4,4,suite,yes,no,2026-05-12
874,24740,17098,B,290,yes,783.83,4,2,suite,yes,no,2026-05-11
875,18769,17120,B,319,yes,692.63,2,3,deluxe,yes,no,2026-05-11
876,12430,17162,B,311,yes,514.2,2,3,suite,yes,no,2026-05-14
877,3302,17167,B,75,yes,781.37,5,4,suite,yes,no,2026-05-03
878,10827,17177,B,271,yes,97.59,3,4,standard,yes,yes,2026-05-05
879,12636,17189,A,38,yes,85.41,3,4,deluxe,yes,no,2026-05-14
880,9515,17190,A,353,yes,215.54,4,1,deluxe,yes,no,2026-05-11
881,7079,17192,A,137,yes,497.52,3,4,suite,yes,no,2026-05-05
882,12164,17198,B,53,yes,489.74,4,4,suite,yes,no,2026-05-12
883,16402,17236,B,83,yes,731.25,5,1,suite,yes,no,2026-05-15
884,4707,17237,B,269,yes,461.85,6,2,standard,yes,yes,2026-05-11
885,18962,17245,A,277,yes,97.27,1,2,suite,yes,no,2026-05-12
886,18649,17269,A,35,yes,120.08,4,3,deluxe,yes,no,2026-05-08
887,18866,17277,A,247,yes,514.95,5,2,standard,yes,no,2026-05-10
888,13755,17283,A,477,yes,310.33,2,4,standard,yes,no,2026-05-11
889,11674,17293,A,143,yes,506.09,3,2,deluxe,yes,no,2026-05-12
890,16005,17294,B,79,yes,149.4,1,3,standard,yes,no,2026-05-05
891,3261,17346,B,86,yes,171.55,6,4,deluxe,yes,no,2026-04-29
892,17598,17358,B,282,yes,259.62,3,1,suite,yes,no,2026-05-04
893,13527,17365,B,21,yes,729.47,4,2,deluxe,yes,no,2026-05-09
894,16078,17399,B,111,yes,310.35,2,2,standard,yes,no,2026-04-27
895,6156,17425,B,145,yes,142.19,5,1,deluxe,yes,no,2026-04-26
896,19982,17450,A,454,yes,671.92,2,3,deluxe,yes,no,2026-05-06
897,16134,17457,A,395,yes,608.15,6,2,deluxe,yes,no,2026-04-29
898,23364,17479,B,292,yes,389.54,3,4,standard,yes,no,2026-04-25
899,12352,17506,B,397,yes,95.32,2,1,deluxe,yes,no,2026-04-27
900,11397,17517,A,18,yes,179.12,1,1,standard,yes,no,2026-05-12
901,1376,17544,B,293,yes,796.01,3,1,deluxe,yes,no,2026-05-05
902,166,17550,B,74,yes,788.64,6,1,suite,yes,yes,2026-05-03
903,17885,17569,A,103,yes,717.8,1,3,deluxe,yes,no,2026-05-06
904,594,17607,B,257,yes,355.55,6,4,deluxe,yes,no,2026-05-08
905,13580,17626,A,317,yes,437.9,4,1,standard,yes,no,2026-05-05
906,23922,17632,A,441,yes,706.65,1,1,suite,yes,no,2026-05-06
907,1841,17641,A,374,yes,511.17,5,4,suite,yes,no,2026-05-15
908,22691,17670,B,139,yes,246.68,4,1,suite,yes,no,2026-05-06
909,21676,17731,A,461,yes,165.6,5,4,suite,yes,no,2026-05-04
910,6045,17737,B,159,yes,688.29,3,1,suite,yes,no,2026-05-09
911,22769,17768,A,334,yes,749.97,2,3,suite,yes,no,2026-05-10
912,13664,17788,A,316,yes,361.16,2,2,suite,yes,yes,2026-05-06
913,5567,17795,A,363,yes,242.23,1,4,suite,yes,no,2026-05-03
914,12001,17810,A,137,yes,639.22,4,2,deluxe,yes,no,2026-05-12
915,23541,17830,B,387,yes,559.43,1,2,deluxe,yes,no,2026-05-09
916,13858,17842,B,488,yes,192.33,4,1,deluxe,yes,no,2026-04-30
917,18179,17879,A,278,yes,333.05,6,2,standard,yes,no,2026-05-04
918,19585,17897,A,491,yes,658.65,1,3,standard,yes,no,2026-04-28
919,997,17903,B,423,yes,151.55,2,4,standard,yes,no,2026-05-11
920,6533,17929,A,17,yes,611.15,6,3,standard,yes,no,2026-05-14
921,20594,17941,B,268,yes,279.21,4,1,suite,yes,no,2026-04-29
922,24436,17943,A,393,yes,510.49,1,1,suite,yes,no,2026-05-02
923,5507,17960,A,420,yes,162.09,5,1,deluxe,yes,no,2026-04-25
924,16962,17964,A,28,yes,212.35,4,3,deluxe,yes,no,2026-05-14
925,18372,17999,A,156,yes,305.47,3,2,suite,yes,no,2026-04-30
926,11616,18020,A,243,yes,636.56,1,2,suite,yes,no,2026-04-26
927,16405,18055,B,280,yes,93.28,3,1,standard,yes,no,2026-05-13
928,14982,18066,A,489,yes,497.17,2,2,suite,yes,no,2026-05-07
929,10436,18086,B,287,yes,306.29,6,4,deluxe,yes,no,2026-04-25
930,1507,18115,A,310,yes,545.48,3,2,standard,yes,no,2026-04-25
931,22256,18163,A,410,yes,150.11,2,3,standard,yes,yes,2026-05-09
932,5699,18165,A,49,yes,150.25,1,3,deluxe,yes,no,2026-05-14
933,4162,18204,B,190,yes,125.76,1,1,suite,yes,no,2026-05-04
934,23491,18256,B,416,yes,386.63,4,4,deluxe,yes,no,2026-05-10
935,4475,18277,B,91,yes,547.6,1,2,deluxe,yes,no,2026-05-10
936,1687,18316,A,61,yes,545.54,6,2,standard,yes,no,2026-05-14
937,14499,18341,A,86,yes,571.12,1,1,standard,yes,no,2026-05-11
938,13103,18353,B,79,yes,717.36,4,4,deluxe,yes,no,2026-05-11
939,2943,18364,A,340,yes,225.9,6,1,deluxe,yes,no,2026-05-03
940,17865,18379,A,233,yes,248.3,4,3,suite,yes,no,2026-05-08
941,18616,18396,B,310,yes,744.47,4,2,standard,yes,no,2026-04-30
942,19907,18408,A,341,yes,570.54,2,3,suite,yes,no,2026-04-30
943,18009,18411,B,488,yes,714.83,3,2,standard,yes,no,2026-05-15
944,2732,18419,B,19,yes,473.51,5,3,deluxe,yes,no,2026-05-11
945,14610,18421,B,11,yes,343.83,4,3,suite,yes,no,2026-05-06
946,3071,18450,A,151,yes,541.48,4,1,standard,yes,no,2026-05-03
947,9736,18481,B,222,yes,122.31,3,4,deluxe,yes,no,2026-05-09
948,23666,18482,B,397,yes,792.17,5,1,standard,yes,no,2026-05-13
949,22275,18490,B,359,yes,448.73,6,2,standard,yes,no,2026-05-12
950,2637,18499,B,60,yes,113.63,2,3,suite,yes,no,2026-05-03
951,24265,18563,B,250,yes,301.53,4,4,suite,yes,no,2026-05-03
952,16814,18580,B,396,yes,758.84,6,3,standard,yes,no,2026-04-29
953,716,18593,B,8,yes,182.91,4,2,suite,yes,no,2026-05-08
954,20783,18617,B,27,yes,206.18,4,3,standard,yes,no,2026-05-11
955,4775,18655,A,478,yes,408.47,3,2,deluxe,yes,no,2026-05-05
956,22926,18660,A,421,yes,747.88,3,1,deluxe,yes,no,2026-04-29
957,21929,18667,B,343,yes,502.86,4,3,deluxe,yes,no,2026-05-05
958,17442,18668,B,115,yes,227.24,4,2,standard,yes,no,2026-04-25
959,9948,18721,A,187,yes,278.01,5,4,deluxe,yes,no,2026-04-30
960,4316,18796,B,80,yes,588.87,1,2,suite,yes,no,2026-05-02
961,3390,18805,B,136,yes,355.88,2,1,deluxe,yes,no,2026-05-11
962,13173,18809,B,39,yes,314.43,4,3,deluxe,yes,no,2026-05-11
963,8790,18857,B,355,yes,672.59,2,1,suite,yes,no,2026-05-08
964,19316,18879,A,475,yes,273.36,2,1,standard,yes,no,2026-05-05
965,7745,18882,A,207,yes,546.0,1,2,deluxe,yes,no,2026-05-05
966,14425,18894,A,262,yes,454.74,3,1,suite,yes,yes,2026-05-15
967,13218,18924,B,30,yes,581.45,1,3,suite,yes,no,2026-04-29
968,23898,18951,B,498,yes,685.45,6,3,suite,yes,no,2026-05-02
969,500,18952,B,27,yes,376.7,3,3,deluxe,yes,no,2026-05-10
970,7908,18967,A,95,yes,795.77,1,3,suite,yes,no,2026-05-15
971,11105,18979,B,265,yes,470.99,6,3,suite,yes,yes,2026-04-30
972,24237,19016,B,97,yes,558.5,5,4,suite,yes,no,2026-04-30
973,355,19046,B,79,yes,355.71,6,3,suite,yes,no,2026-04-26
974,4847,19054,B,186,yes,701.41,5,4,standard,yes,no,2026-05-12
975,12671,19076,A,25,yes,561.5,2,1,standard,yes,no,2026-04-27
976,24929,19086,B,424,yes,566.58,1,1,deluxe,yes,no,2026-05-13
977,8082,19092,B,143,yes,130.88,5,4,standard,yes,no,2026-05-14
978,15623,19122,A,141,yes,203.43,4,3,deluxe,yes,no,2026-05-11
979,3380,19130,B,288,yes,211.48,2,2,standard,yes,no,2026-05-15
980,14238,19132,A,369,yes,246.84,6,4,standard,yes,no,2026-04-30
981,23581,19151,B,245,yes,153.61,6,4,deluxe,yes,no,2026-04-30
982,2518,19223,B,500,yes,529.87,4,4,suite,yes,no,2026-05-04
983,3385,19248,B,276,yes,127.46,3,4,standard,yes,no,2026-05-12
984,9626,19269,B,132,yes,727.16,4,3,suite,yes,no,2026-05-03
985,2781,19274,B,119,yes,608.72,5,4,deluxe,yes,no,2026-04-26
986,17969,19310,B,459,yes,293.73,3,4,standard,yes,no,2026-05-11
987,18970,19345,B,194,yes,329.7,5,1,standard,yes,no,2026-05-03
988,1933,19352,B,298,yes,745.16,1,2,standard,yes,no,2026-05-11
989,11185,19365,A,397,yes,114.65,2,4,suite,yes,no,2026-05-04
990,815,19372,B,72,yes,214.32,1,2,standard,yes,no,2026-04-27
991,13850,19389,A,430,yes,93.18,2,3,standard,yes,no,2026-05-09
992,23133,19397,B,27,yes,596.28,4,3,standard,yes,no,2026-05-08
993,3858,19411,B,243,yes,767.36,1,3,deluxe,yes,no,2026-04-29
994,581,19413,A,336,yes,673.99,6,3,standard,yes,no,2026-04-26
995,15676,19414,A,336,yes,487.9,1,2,standard,yes,no,2026-04-27
996,23957,19427,B,127,yes,709.04,4,1,deluxe,yes,no,2026-05-11
997,14825,19438,B,490,yes,174.82,6,2,suite,yes,no,2026-05-14
998,2166,19443,A,242,yes,669.29,5,2,deluxe,yes,yes,2026-05-09
999,16524,19454,B,271,yes,242.38,1,4,standard,yes,no,2026-05-11
1000,21351,19459,B,116,yes,512.26,2,3,suite,yes,no,2026-05-06
1001,17057,19511,A,377,yes,182.74,2,2,standard,yes,no,2026-05-12
1002,11432,19519,B,239,yes,116.09,4,3,deluxe,yes,no,2026-04-27
1003,15269,19542,A,235,yes,217.82,6,2,standard,yes,no,2026-05-13
1004,23896,19608,A,391,yes,609.04,1,4,suite,yes,no,2026-05-06
1005,24158,19665,B,366,yes,495.66,4,4,deluxe,yes,no,2026-05-13
1006,4721,19686,A,109,yes,161.31,5,2,deluxe,yes,no,2026-05-04
1007,2724,19707,B,65,yes,271.31,1,1,deluxe,yes,no,2026-05-07
1008,20432,19733,B,449,yes,334.62,5,2,standard,yes,no,2026-04-29
1009,5184,19767,A,399,yes,562.86,1,1,deluxe,yes,no,2026-04-29
1010,12639,19776,A,335,yes,638.85,4,4,standard,yes,no,2026-04-27
1011,21499,19791,B,251,yes,708.08,3,3,standard,yes,no,2026-05-15
1012,20364,19798,B,401,yes,82.67,3,4,standard,yes,no,2026-04-28
1013,4760,19831,B,386,yes,226.18,4,3,suite,yes,no,2026-05-07
1014,18371,19853,B,226,yes,510.73,4,3,deluxe,yes,no,2026-04-28
1015,14789,19861,B,201,yes,189.36,5,3,suite,yes,no,2026-05-03
1016,13736,19905,A,3,yes,403.48,3,4,standard,yes,no,2026-05-08
1017,20817,19916,B,109,yes,742.41,1,2,deluxe,yes,no,2026-04-28
1018,922,19926,A,302,yes,567.29,6,4,standard,yes,no,2026-05-10
1019,6489,19928,B,45,yes,701.51,2,2,suite,yes,no,2026-05-11
1020,17022,19949,B,181,yes,779.79,2,3,standard,yes,no,2026-04-25
1021,9202,19972,A,66,yes,261.56,3,1,standard,yes,no,2026-05-03
1022,6355,19980,B,263,yes,321.74,3,4,suite,yes,no,2026-05-02
1023,10664,20027,A,344,yes,440.0,3,1,deluxe,yes,no,2026-05-06
1024,12236,20029,A,189,yes,368.55,2,2,suite,yes,no,2026-05-02
1025,8458,20039,A,136,yes,570.83,2,2,standard,yes,no,2026-05-05
1026,1405,20042,A,115,yes,580.82,1,1,deluxe,yes,no,2026-05-15
1027,20264,20063,A,125,yes,344.76,4,1,suite,yes,no,2026-05-12
1028,4854,20092,B,258,yes,222.39,1,1,deluxe,yes,no,2026-05-04
1029,5342,20099,A,241,yes,106.31,6,1,standard,yes,no,2026-05-12
1030,24359,20139,A,490,yes,488.91,5,1,standard,yes,yes,2026-05-05
1031,10552,20152,B,299,yes,203.32,5,4,standard,yes,no,2026-05-09
1032,2516,20160,B,358,yes,214.15,4,2,standard,yes,no,2026-05-12
1033,16674,20189,B,346,yes,705.78,6,1,suite,yes,no,2026-05-06
1034,5977,20210,B,426,yes,553.55,4,3,suite,yes,no,2026-05-07
1035,3444,20215,B,443,yes,195.39,3,1,deluxe,yes,no,2026-05-15
1036,21894,20238,B,87,yes,508.06,2,2,deluxe,yes,no,2026-05-15
1037,4109,20255,A,16,yes,182.68,2,2,standard,yes,no,2026-05-05
1038,5684,20259,B,416,yes,219.17,2,1,standard,yes,no,2026-05-02
1039,2048,20279,B,41,yes,611.96,5,4,standard,yes,no,2026-05-14
1040,7934,20305,B,140,yes,398.18,2,4,suite,yes,no,2026-05-14
1041,21583,20334,A,472,yes,391.85,4,3,standard,yes,no,2026-04-26
1042,4999,20345,B,358,yes,159.98,4,4,standard,yes,yes,2026-05-15
1043,3091,20377,B,432,yes,86.22,6,3,suite,yes,no,2026-05-02
1044,3328,20431,A,477,yes,749.25,6,4,suite,yes,no,2026-04-25
1045,3752,20444,A,191,yes,344.8,5,4,suite,yes,no,2026-05-15
1046,14768,20484,A,353,yes,528.83,2,3,suite,yes,no,2026-05-15
1047,13188,20494,B,64,yes,490.92,5,3,deluxe,yes,no,2026-04-27
1048,13793,20527,B,173,yes,360.08,4,2,standard,yes,no,2026-04-26
1049,11846,20549,A,199,yes,582.76,5,3,standard,yes,no,2026-05-08
1050,15183,20592,B,393,yes,733.97,6,2,deluxe,yes,no,2026-05-09
1051,7620,20663,B,398,yes,780.19,5,1,deluxe,yes,no,2026-04-25
1052,529,20705,B,416,yes,243.1,4,4,suite,yes,no,2026-04-29
1053,7584,20714,B,114,yes,433.74,2,1,standard,yes,no,2026-05-01
1054,17749,20740,A,411,yes,794.53,2,4,deluxe,yes,no,2026-05-15
1055,8175,20750,A,334,yes,181.73,2,2,standard,yes,no,2026-04-28
1056,4938,20762,B,63,yes,594.69,6,1,standard,yes,no,2026-05-11
1057,15596,20767,B,345,yes,101.1,2,1,standard,yes,no,2026-05-03
1058,14081,20785,A,180,yes,514.01,4,2,deluxe,yes,no,2026-05-07
1059,1783,20804,B,171,yes,459.39,2,2,suite,yes,no,2026-04-28
1060,8693,20870,A,362,yes,159.78,6,4,deluxe,yes,no,2026-05-03
1061,10216,20916,B,402,yes,237.8,6,3,deluxe,yes,no,2026-05-12
1062,14627,20941,B,225,yes,589.5,4,3,suite,yes,no,2026-04-29
1063,23596,20962,A,57,yes,459.69,2,2,standard,yes,no,2026-05-02
1064,12898,20975,A,471,yes,317.09,1,4,standard,yes,no,2026-04-30
1065,5965,21035,A,167,yes,155.49,3,3,standard,yes,no,2026-05-14
1066,113,21044,B,237,yes,487.08,2,2,standard,yes,no,2026-05-13
1067,5338,21056,A,366,yes,563.7,1,3,standard,yes,no,2026-05-13
1068,19688,21071,B,187,yes,777.93,3,4,standard,yes,no,2026-05-07
1069,14949,21099,A,248,yes,425.52,3,1,standard,yes,no,2026-05-03
1070,10837,21122,B,311,yes,368.88,6,1,deluxe,yes,no,2026-05-08
1071,15085,21136,B,142,yes,259.75,5,1,standard,yes,no,2026-05-05
1072,23737,21154,A,91,yes,211.26,2,2,deluxe,yes,no,2026-05-09
1073,2074,21161,A,384,yes,462.59,4,2,deluxe,yes,no,2026-05-03
1074,10862,21165,A,369,yes,181.96,5,4,deluxe,yes,no,2026-05-02
1075,10919,21172,B,408,yes,470.12,2,4,suite,yes,no,2026-05-05
1076,11175,21174,A,138,yes,378.63,4,4,suite,yes,no,2026-05-12
1077,11196,21189,A,232,yes,512.22,4,2,standard,yes,no,2026-05-14
1078,8181,21227,B,371,yes,599.86,4,4,deluxe,yes,no,2026-05-01
1079,24652,21236,B,162,yes,325.78,3,3,deluxe,yes,no,2026-04-25
1080,992,21249,B,20,yes,797.2,3,1,deluxe,yes,no,2026-04-30
1081,11219,21262,A,172,yes,299.41,1,4,suite,yes,no,2026-05-02
1082,21819,21281,B,402,yes,753.8,2,3,suite,yes,no,2026-05-10
1083,17538,21302,B,174,yes,516.8,5,2,standard,yes,no,2026-04-28
1084,23173,21308,B,270,yes,229.21,5,3,suite,yes,no,2026-05-05
1085,10515,21329,B,132,yes,664.49,4,3,deluxe,yes,yes,2026-05-08
1086,21728,21337,A,246,yes,399.01,2,4,suite,yes,no,2026-05-02
1087,17508,21338,B,3,yes,644.71,2,1,standard,yes,no,2026-05-08
1088,1299,21341,B,489,yes,643.89,1,1,standard,yes,no,2026-04-28
1089,2024,21343,B,291,yes,571.19,5,3,suite,yes,no,2026-04-29
1090,11849,21381,A,115,yes,663.04,1,2,deluxe,yes,no,2026-05-03
1091,8653,21403,B,167,yes,382.21,6,2,suite,yes,no,2026-04-29
1092,12514,21408,B,408,yes,674.52,4,1,suite,yes,no,2026-04-30
1093,1754,21430,A,159,yes,376.48,6,4,standard,yes,no,2026-05-02
1094,23134,21437,B,210,yes,327.88,3,4,deluxe,yes,no,2026-04-30
1095,13424,21441,B,15,yes,753.37,6,3,deluxe,yes,no,2026-04-30
1096,7800,21502,B,107,yes,95.42,3,3,deluxe,yes,no,2026-05-08
1097,12401,21506,A,148,yes,746.4,2,4,deluxe,yes,no,2026-05-03
1098,12712,21508,A,444,yes,656.03,1,3,deluxe,yes,no,2026-05-06
1099,22648,21509,A,481,yes,706.42,2,2,deluxe,yes,no,2026-05-07
1100,23542,21510,B,27,yes,154.11,2,2,suite,yes,no,2026-05-03
1101,22581,21515,B,248,yes,489.26,3,1,suite,yes,no,2026-05-03
1102,17637,21530,A,248,yes,251.22,6,2,standard,yes,no,2026-05-10
1103,2084,21559,B,79,yes,294.45,5,4,deluxe,yes,no,2026-04-27
1104,5368,21561,A,147,yes,380.81,5,3,deluxe,yes,no,2026-05-04
1105,8424,21575,A,459,yes,188.93,2,1,suite,yes,no,2026-04-29
1106,24096,21587,A,285,yes,95.74,6,1,deluxe,yes,no,2026-04-25
1107,18159,21594,B,193,yes,459.66,4,1,standard,yes,no,2026-05-05
1108,8357,21595,B,350,yes,647.09,1,4,standard,yes,no,2026-05-10
1109,5441,21618,B,264,yes,337.29,6,3,standard,yes,no,2026-04-26
1110,13696,21716,A,460,yes,594.35,5,3,deluxe,yes,no,2026-05-13
1111,17146,21727,B,117,yes,124.83,5,4,deluxe,yes,no,2026-04-25
1112,5877,21741,B,20,yes,462.79,3,3,deluxe,yes,no,2026-04-30
1113,2333,21783,A,403,yes,252.02,4,4,deluxe,yes,no,2026-04-28
1114,13053,21813,B,289,yes,400.33,3,3,deluxe,yes,no,2026-04-27
1115,7883,21834,B,70,yes,444.82,1,3,standard,yes,no,2026-05-06
1116,14010,21836,A,325,yes,782.46,4,4,deluxe,yes,no,2026-05-10
1117,228,21862,A,141,yes,344.41,2,2,standard,yes,no,2026-05-11
1118,12161,21866,A,421,yes,545.04,3,3,standard,yes,no,2026-05-01
1119,22422,21893,B,94,yes,222.62,4,2,deluxe,yes,no,2026-05-15
1120,18886,21922,B,103,yes,747.76,1,4,standard,yes,no,2026-05-01
1121,9921,21943,B,427,yes,599.83,6,1,standard,yes,no,2026-05-06
1122,15484,21959,B,489,yes,768.24,5,4,deluxe,yes,no,2026-05-08
1123,3580,21967,B,91,yes,124.28,1,2,suite,yes,no,2026-05-04
1124,20300,21972,A,135,yes,421.06,4,1,suite,yes,no,2026-05-06
