user_id,age_group,gender,country,device,customer_type,acquisition_channel,loyalty_member,signup_date
7527,35-44,female,UK,mobile,new,email,no,2025-05-11
7528,25-34,non-binary,UK,tablet,returning,referral,no,2026-01-20
7529,55-64,male,UK,tablet,new,referral,no,2025-11-16
7530,55-64,non-binary,France,mobile,returning,referral,no,2025-10-08
7531,55-64,male,US,tablet,returning,paid search,no,2025-07-23
7532,18-24,male,Italy,mobile,new,direct,yes,2026-04-24
7533,35-44,female,Italy,tablet,returning,paid search,no,2026-03-02
7534,55-64,non-binary,Germany,mobile,returning,email,no,2025-10-29
7535,65+,non-binary,US,mobile,returning,organic search,no,2026-02-25
7536,18-24,female,US,desktop,returning,email,yes,2026-02-17
7537,25-34,female,UK,tablet,new,referral,yes,2025-09-20
7538,55-64,non-binary,US,desktop,new,direct,no,2025-09-08
7539,55-64,female,Italy,tablet,new,referral,yes,2025-12-09
7540,18-24,male,UK,tablet,returning,paid search,yes,2026-03-03
7541,35-44,non-binary,US,tablet,new,organic search,yes,2026-02-06
7542,65+,non-binary,Germany,desktop,new,email,yes,2026-04-12
7543,25-34,female,Spain,tablet,returning,paid search,no,2026-02-14
7544,55-64,male,Spain,mobile,new,direct,no,2026-03-16
7545,35-44,non-binary,France,mobile,new,paid search,yes,2026-01-20
7546,65+,non-binary,Germany,tablet,new,paid search,no,2025-12-04
7547,65+,male,Italy,tablet,new,direct,yes,2025-06-01
7548,25-34,female,US,tablet,returning,email,no,2025-10-07
7549,45-54,female,Germany,tablet,new,organic search,no,2025-06-15
7550,65+,female,US,tablet,returning,paid search,no,2025-08-01
7551,45-54,female,Germany,tablet,new,referral,yes,2025-10-27
7552,65+,male,Germany,desktop,returning,email,no,2026-02-16
7553,25-34,male,Spain,mobile,new,email,no,2025-07-24
7554,18-24,non-binary,Germany,tablet,new,direct,no,2026-04-13
7555,25-34,non-binary,France,desktop,new,email,yes,2026-03-24
7556,25-34,male,US,desktop,returning,referral,yes,2025-05-27
7557,18-24,non-binary,UK,tablet,new,email,no,2025-08-13
7558,18-24,male,Germany,desktop,returning,organic search,no,2025-12-13
7559,35-44,female,UK,mobile,new,direct,yes,2026-03-31
7560,65+,male,Spain,tablet,returning,referral,no,2025-11-22
7561,35-44,male,UK,tablet,returning,organic search,yes,2025-09-30
7562,18-24,non-binary,France,mobile,new,direct,no,2025-08-03
7563,45-54,male,France,desktop,new,direct,yes,2025-07-07
7564,45-54,female,Spain,tablet,returning,organic search,yes,2025-04-27
7565,25-34,female,Italy,mobile,new,email,yes,2026-01-25
7566,55-64,non-binary,France,mobile,returning,referral,yes,2026-02-07
7567,25-34,non-binary,US,tablet,returning,referral,no,2026-02-25
7568,25-34,male,Italy,mobile,returning,paid search,no,2025-04-27
7569,55-64,non-binary,France,tablet,new,paid search,yes,2025-12-05
7570,65+,female,Italy,desktop,new,direct,yes,2025-11-13
7571,18-24,non-binary,Germany,tablet,returning,paid search,yes,2025-06-09
7572,45-54,non-binary,France,tablet,returning,referral,no,2025-11-12
7573,25-34,female,Italy,mobile,returning,referral,yes,2025-04-27
7574,55-64,male,US,mobile,returning,paid search,no,2025-09-17
7575,35-44,male,Spain,desktop,new,paid search,no,2026-01-04
7576,25-34,non-binary,France,tablet,returning,direct,no,2025-07-13
7577,45-54,female,US,desktop,returning,referral,yes,2026-01-17
7578,18-24,female,Germany,mobile,new,email,yes,2026-03-03
7579,25-34,female,UK,desktop,returning,referral,no,2025-08-25
7580,25-34,male,UK,tablet,returning,direct,no,2025-09-30
7581,65+,female,Spain,tablet,new,organic search,yes,2025-09-12
7582,55-64,female,Spain,tablet,returning,paid search,no,2025-06-05
7583,35-44,male,UK,mobile,new,organic search,no,2025-06-24
7584,35-44,female,UK,mobile,returning,paid search,no,2025-10-07
7585,18-24,male,Spain,tablet,new,paid search,no,2026-01-03
7586,45-54,non-binary,UK,mobile,new,email,yes,2025-12-08
7587,18-24,non-binary,France,desktop,new,email,no,2025-08-01
7588,25-34,non-binary,Italy,desktop,new,paid search,yes,2025-08-04
7589,25-34,non-binary,US,tablet,returning,referral,yes,2026-03-23
7590,35-44,non-binary,Italy,mobile,new,direct,yes,2025-11-19
7591,45-54,male,Spain,tablet,returning,direct,yes,2025-10-06
7592,55-64,male,US,desktop,new,paid search,yes,2025-11-30
7593,45-54,male,Germany,desktop,new,direct,no,2025-09-14
7594,25-34,female,Germany,mobile,new,direct,yes,2025-12-18
7595,55-64,non-binary,France,desktop,returning,referral,no,2025-08-10
7596,45-54,female,Germany,mobile,new,referral,no,2026-01-14
7597,45-54,female,Spain,mobile,new,paid search,yes,2025-09-26
7598,55-64,female,France,desktop,new,direct,no,2026-02-12
7599,25-34,non-binary,Italy,desktop,new,paid search,no,2025-07-13
7600,45-54,female,France,tablet,returning,referral,no,2025-10-02
7601,55-64,non-binary,Spain,mobile,new,direct,no,2025-11-25
7602,65+,non-binary,UK,tablet,returning,referral,yes,2026-02-23
7603,65+,non-binary,US,mobile,returning,organic search,yes,2025-11-27
7604,25-34,female,Spain,desktop,returning,direct,no,2025-10-29
7605,55-64,non-binary,UK,mobile,new,organic search,yes,2025-07-03
7606,65+,non-binary,UK,tablet,returning,organic search,yes,2025-09-15
7607,55-64,male,Germany,mobile,returning,referral,no,2025-11-28
7608,45-54,female,Italy,desktop,new,referral,no,2025-11-26
7609,25-34,male,France,tablet,returning,email,no,2025-10-29
7610,65+,male,France,mobile,new,direct,yes,2025-08-01
7611,45-54,female,Germany,mobile,returning,email,yes,2025-08-22
7612,18-24,male,Germany,mobile,returning,paid search,no,2025-12-05
7613,18-24,non-binary,France,mobile,new,paid search,yes,2025-09-05
7614,25-34,male,Spain,mobile,returning,referral,no,2026-02-19
7615,65+,male,Spain,desktop,returning,paid search,no,2026-01-23
7616,65+,non-binary,Spain,desktop,returning,organic search,no,2025-09-26
7617,65+,male,Spain,tablet,new,paid search,no,2026-02-04
7618,55-64,non-binary,Germany,mobile,new,email,yes,2025-06-17
7619,45-54,female,US,desktop,new,direct,yes,2026-03-23
7620,65+,male,US,desktop,returning,referral,no,2026-03-26
7621,45-54,female,France,mobile,new,direct,no,2026-01-06
7622,25-34,male,US,tablet,new,referral,yes,2025-06-10
7623,65+,non-binary,Spain,mobile,returning,paid search,yes,2026-02-09
7624,25-34,male,Germany,tablet,returning,paid search,no,2025-07-23
7625,65+,female,Spain,tablet,new,referral,no,2025-10-15
7626,18-24,non-binary,UK,desktop,new,direct,yes,2026-02-23
7627,35-44,non-binary,Germany,tablet,returning,organic search,yes,2026-01-21
7628,25-34,female,UK,desktop,new,referral,yes,2025-06-26
7629,65+,female,UK,desktop,new,organic search,yes,2025-06-02
7630,35-44,male,France,mobile,returning,email,yes,2025-07-17
7631,25-34,male,UK,mobile,returning,referral,yes,2025-11-08
7632,55-64,non-binary,US,tablet,returning,referral,yes,2025-09-27
7633,65+,female,US,mobile,returning,organic search,yes,2026-02-24
7634,55-64,female,UK,mobile,returning,organic search,no,2025-09-03
7635,18-24,male,France,tablet,new,paid search,no,2026-03-02
7636,65+,male,UK,mobile,new,direct,yes,2025-11-24
7637,18-24,non-binary,Germany,desktop,new,paid search,no,2025-12-19
7638,35-44,female,Germany,mobile,returning,paid search,yes,2026-01-20
7639,25-34,female,Germany,mobile,returning,organic search,yes,2026-01-15
7640,45-54,female,Germany,mobile,new,referral,no,2026-01-24
7641,18-24,female,UK,desktop,new,referral,no,2025-05-15
7642,45-54,male,Spain,tablet,returning,organic search,no,2025-06-26
7643,45-54,male,Spain,desktop,returning,referral,no,2025-09-23
7644,25-34,male,Italy,tablet,new,direct,no,2025-12-27
7645,35-44,non-binary,Germany,desktop,returning,email,yes,2025-04-27
7646,25-34,female,Italy,mobile,new,referral,no,2026-03-03
7647,65+,male,Italy,desktop,returning,referral,no,2025-05-30
7648,18-24,female,France,tablet,new,paid search,no,2026-03-10
7649,45-54,male,France,mobile,returning,organic search,no,2025-06-20
7650,25-34,non-binary,UK,tablet,new,referral,no,2025-10-25
7651,25-34,male,Spain,mobile,returning,organic search,no,2026-04-19
7652,25-34,non-binary,UK,mobile,returning,paid search,no,2025-12-14
7653,18-24,female,US,desktop,new,direct,yes,2025-10-11
7654,35-44,male,Germany,tablet,returning,email,no,2025-05-29
7655,25-34,male,US,desktop,returning,direct,yes,2025-05-19
7656,18-24,male,US,tablet,new,email,yes,2025-08-05
7657,45-54,female,Italy,desktop,returning,direct,yes,2025-07-20
7658,65+,non-binary,France,mobile,returning,email,yes,2025-09-16
7659,55-64,non-binary,Spain,tablet,new,direct,yes,2025-05-26
7660,18-24,male,Italy,tablet,new,organic search,yes,2025-12-17
7661,55-64,female,Italy,desktop,returning,email,yes,2025-05-09
7662,25-34,non-binary,Germany,tablet,returning,organic search,no,2026-01-31
7663,25-34,non-binary,UK,desktop,returning,paid search,no,2025-09-21
7664,18-24,non-binary,Germany,desktop,returning,referral,yes,2026-04-21
7665,55-64,non-binary,UK,tablet,returning,paid search,no,2025-09-27
7666,25-34,non-binary,UK,desktop,returning,paid search,no,2025-12-19
7667,45-54,male,Spain,tablet,returning,email,no,2026-01-04
7668,35-44,male,US,mobile,new,email,yes,2025-11-13
7669,35-44,male,UK,desktop,returning,paid search,no,2025-08-14
7670,25-34,non-binary,Spain,mobile,returning,direct,yes,2026-01-26
7671,55-64,non-binary,US,desktop,new,referral,yes,2025-12-13
7672,65+,non-binary,Italy,tablet,new,organic search,yes,2025-05-17
7673,25-34,male,Italy,desktop,returning,organic search,no,2026-02-19
7674,65+,non-binary,US,desktop,new,direct,yes,2026-03-09
7675,65+,male,Germany,tablet,new,referral,yes,2025-07-02
7676,55-64,non-binary,Germany,mobile,returning,direct,no,2025-12-29
7677,65+,male,Germany,tablet,new,organic search,no,2025-11-02
7678,45-54,female,France,mobile,new,direct,no,2025-10-12
7679,55-64,non-binary,US,mobile,returning,email,no,2025-04-29
7680,25-34,non-binary,France,desktop,returning,organic search,yes,2025-07-12
7681,45-54,male,Germany,desktop,returning,email,yes,2026-03-21
7682,18-24,non-binary,Spain,mobile,returning,referral,yes,2026-01-05
7683,35-44,male,Germany,tablet,returning,email,yes,2026-04-21
7684,25-34,male,UK,mobile,new,direct,no,2026-03-03
7685,25-34,female,Spain,desktop,returning,referral,yes,2025-11-12
7686,25-34,female,Spain,tablet,returning,paid search,no,2025-08-14
7687,45-54,non-binary,US,tablet,new,referral,no,2025-07-09
7688,18-24,non-binary,France,desktop,new,paid search,no,2025-05-08
7689,55-64,male,UK,tablet,new,paid search,no,2026-02-23
7690,18-24,male,Spain,tablet,new,referral,no,2025-12-13
7691,45-54,male,France,mobile,returning,paid search,no,2025-11-09
7692,25-34,male,France,mobile,returning,email,yes,2025-11-11
7693,35-44,non-binary,UK,desktop,new,email,no,2026-01-21
7694,25-34,female,UK,mobile,returning,referral,no,2025-07-23
7695,55-64,non-binary,Germany,tablet,returning,paid search,no,2025-12-19
7696,65+,non-binary,Germany,desktop,new,direct,yes,2025-06-29
7697,35-44,non-binary,Spain,desktop,returning,referral,yes,2026-01-11
7698,25-34,female,Spain,desktop,new,paid search,no,2025-05-09
7699,35-44,non-binary,Spain,tablet,new,paid search,no,2025-09-11
7700,65+,female,Germany,mobile,new,paid search,yes,2025-07-26
7701,18-24,male,Spain,tablet,new,direct,yes,2026-01-04
7702,45-54,non-binary,Spain,tablet,returning,email,yes,2025-04-25
7703,25-34,male,Germany,mobile,returning,organic search,yes,2025-06-25
7704,55-64,male,Germany,mobile,returning,direct,yes,2025-05-28
7705,18-24,male,Spain,tablet,returning,organic search,yes,2025-08-10
7706,25-34,non-binary,Spain,mobile,new,email,yes,2026-02-21
7707,18-24,male,France,tablet,returning,paid search,yes,2025-09-27
7708,55-64,non-binary,US,mobile,new,organic search,no,2025-09-09
7709,25-34,male,Germany,tablet,returning,organic search,yes,2026-01-10
7710,65+,non-binary,US,mobile,new,direct,yes,2025-09-25
7711,65+,non-binary,Germany,desktop,returning,email,yes,2025-09-29
7712,55-64,non-binary,Italy,mobile,returning,referral,yes,2025-12-08
7713,35-44,male,France,tablet,new,organic search,no,2025-07-11
7714,55-64,non-binary,US,mobile,new,direct,no,2025-11-12
7715,35-44,male,France,mobile,returning,paid search,yes,2025-04-30
7716,25-34,female,UK,tablet,new,email,yes,2026-02-05
7717,35-44,male,US,mobile,new,paid search,yes,2026-01-23
7718,25-34,male,US,desktop,new,paid search,yes,2025-05-21
7719,25-34,non-binary,Italy,desktop,new,referral,no,2026-04-16
7720,45-54,male,US,desktop,returning,organic search,no,2025-05-30
7721,25-34,female,UK,desktop,returning,referral,no,2025-11-24
7722,35-44,non-binary,UK,mobile,new,direct,yes,2025-08-13
7723,45-54,male,France,desktop,returning,referral,yes,2026-02-01
7724,45-54,male,UK,mobile,new,direct,no,2026-03-13
7725,25-34,non-binary,Germany,desktop,returning,organic search,no,2025-11-28
7726,55-64,non-binary,Spain,desktop,new,organic search,no,2026-04-15
7727,55-64,male,US,tablet,returning,referral,no,2025-12-07
7728,65+,male,France,mobile,new,paid search,yes,2025-09-07
7729,45-54,non-binary,France,mobile,new,referral,yes,2025-09-06
7730,25-34,non-binary,France,mobile,new,email,no,2026-03-07
7731,55-64,female,France,tablet,new,organic search,no,2025-08-10
7732,25-34,female,US,mobile,returning,email,no,2025-07-21
7733,25-34,female,France,tablet,new,email,no,2025-12-16
7734,45-54,non-binary,US,mobile,new,email,no,2025-07-09
7735,65+,non-binary,France,desktop,new,paid search,yes,2025-10-18
7736,45-54,non-binary,France,tablet,new,organic search,yes,2026-04-21
7737,18-24,male,Spain,tablet,returning,organic search,yes,2025-09-28
7738,55-64,non-binary,Germany,tablet,returning,organic search,yes,2025-12-04
7739,55-64,male,UK,mobile,returning,referral,yes,2025-04-26
7740,55-64,non-binary,UK,desktop,returning,direct,no,2025-08-04
7741,35-44,non-binary,UK,tablet,returning,organic search,yes,2025-07-01
7742,25-34,male,Germany,tablet,returning,paid search,yes,2025-09-30
7743,45-54,non-binary,US,mobile,new,paid search,no,2025-11-07
7744,55-64,non-binary,UK,mobile,returning,direct,yes,2025-06-05
7745,18-24,non-binary,UK,desktop,returning,referral,yes,2025-11-27
7746,55-64,female,UK,tablet,returning,paid search,yes,2025-05-23
7747,65+,non-binary,US,tablet,returning,direct,no,2025-11-06
7748,25-34,male,Germany,tablet,new,paid search,yes,2025-08-17
7749,25-34,male,Germany,tablet,new,direct,no,2025-09-04
7750,45-54,male,Italy,tablet,returning,paid search,no,2025-06-09
7751,35-44,non-binary,Italy,desktop,new,referral,yes,2026-03-02
7752,45-54,male,US,tablet,new,referral,yes,2025-11-10
7753,55-64,female,Spain,mobile,new,paid search,no,2025-08-03
7754,65+,male,France,tablet,new,paid search,no,2026-03-31
7755,18-24,non-binary,US,tablet,returning,email,yes,2025-11-19
7756,45-54,female,France,tablet,new,organic search,yes,2026-03-06
7757,35-44,male,Germany,tablet,returning,referral,no,2026-02-27
7758,45-54,female,France,tablet,returning,paid search,yes,2025-12-04
7759,25-34,male,Italy,desktop,new,organic search,no,2025-07-31
7760,55-64,non-binary,UK,mobile,new,paid search,no,2026-01-19
7761,55-64,female,France,desktop,returning,organic search,yes,2025-10-13
7762,55-64,male,Italy,mobile,returning,organic search,no,2025-09-18
7763,55-64,male,France,mobile,returning,referral,yes,2025-11-29
7764,55-64,female,Germany,mobile,returning,email,no,2025-10-29
7765,55-64,female,Spain,tablet,new,direct,yes,2026-02-18
7766,18-24,female,France,desktop,returning,paid search,no,2025-07-28
7767,35-44,female,Germany,mobile,returning,organic search,yes,2026-02-13
7768,55-64,male,UK,mobile,new,email,yes,2025-09-03
7769,35-44,male,France,tablet,new,organic search,no,2026-02-20
7770,65+,male,France,tablet,returning,paid search,yes,2025-10-20
7771,55-64,non-binary,UK,desktop,new,direct,no,2026-01-14
7772,45-54,female,Italy,mobile,returning,referral,yes,2025-10-20
7773,55-64,male,Italy,mobile,new,direct,yes,2026-04-08
7774,25-34,female,Italy,mobile,returning,referral,yes,2025-12-08
7775,18-24,female,US,desktop,returning,organic search,yes,2026-03-25
7776,45-54,male,Spain,tablet,returning,email,yes,2025-05-05
7777,45-54,female,UK,tablet,returning,referral,no,2025-10-29
7778,25-34,female,Italy,desktop,new,organic search,yes,2025-06-09
7779,55-64,female,UK,tablet,new,paid search,yes,2025-08-03
7780,18-24,female,UK,mobile,returning,paid search,yes,2025-05-21
7781,45-54,female,US,mobile,new,email,yes,2025-09-20
7782,18-24,male,UK,desktop,returning,email,no,2025-12-27
7783,45-54,male,US,tablet,new,paid search,no,2026-02-25
7784,55-64,female,Spain,desktop,returning,paid search,yes,2025-07-19
7785,65+,female,US,desktop,returning,referral,yes,2026-01-12
7786,45-54,female,Spain,tablet,new,email,no,2026-01-22
7787,65+,non-binary,Spain,desktop,returning,paid search,yes,2025-07-23
7788,45-54,female,Spain,mobile,new,referral,yes,2026-03-01
7789,35-44,non-binary,Germany,desktop,returning,organic search,no,2025-08-25
7790,55-64,non-binary,Spain,mobile,new,email,yes,2025-10-02
7791,25-34,non-binary,US,mobile,new,email,yes,2025-09-09
7792,65+,male,Germany,desktop,returning,paid search,yes,2025-11-11
7793,25-34,non-binary,UK,mobile,returning,paid search,yes,2025-11-19
7794,55-64,female,UK,desktop,returning,paid search,yes,2025-04-28
7795,25-34,female,France,desktop,returning,paid search,yes,2026-01-22
7796,55-64,male,Spain,tablet,new,direct,no,2026-03-14
7797,25-34,male,France,desktop,returning,paid search,yes,2025-08-05
7798,65+,female,Spain,mobile,new,organic search,no,2025-07-30
7799,35-44,male,Spain,desktop,new,paid search,no,2025-08-14
7800,25-34,male,Italy,desktop,new,paid search,no,2025-05-31
7801,65+,non-binary,US,tablet,returning,organic search,yes,2025-09-26
7802,45-54,non-binary,US,tablet,new,referral,no,2026-01-11
7803,55-64,male,UK,mobile,new,organic search,no,2026-02-09
7804,18-24,female,Germany,mobile,returning,email,no,2026-03-09
7805,18-24,non-binary,UK,mobile,new,organic search,no,2025-09-04
7806,55-64,female,Spain,mobile,new,email,no,2025-05-24
7807,35-44,male,Italy,tablet,returning,direct,no,2025-11-26
7808,25-34,female,Germany,desktop,returning,organic search,no,2026-04-21
7809,35-44,female,France,tablet,new,referral,no,2025-07-03
7810,18-24,female,Spain,tablet,new,direct,no,2025-10-27
7811,65+,female,US,tablet,returning,paid search,no,2025-08-24
7812,55-64,male,UK,desktop,new,referral,yes,2025-09-09
7813,55-64,male,UK,desktop,returning,organic search,yes,2025-07-18
7814,35-44,non-binary,France,tablet,new,organic search,yes,2026-04-07
7815,65+,non-binary,UK,desktop,returning,referral,no,2025-12-03
7816,35-44,non-binary,UK,tablet,returning,paid search,no,2025-08-07
7817,25-34,non-binary,Germany,tablet,new,paid search,yes,2025-07-04
7818,45-54,female,Spain,mobile,returning,direct,yes,2026-02-08
7819,65+,non-binary,Germany,tablet,returning,referral,no,2026-01-15
7820,45-54,non-binary,Germany,tablet,new,email,yes,2026-04-21
7821,25-34,female,UK,tablet,new,referral,no,2026-04-13
7822,45-54,male,Spain,mobile,returning,paid search,yes,2025-07-07
7823,18-24,non-binary,UK,desktop,returning,paid search,yes,2025-11-04
7824,45-54,male,Italy,mobile,new,direct,no,2026-02-05
7825,25-34,non-binary,Italy,desktop,returning,referral,no,2025-07-11
7826,45-54,male,UK,mobile,returning,organic search,no,2025-07-25
7827,55-64,non-binary,Germany,desktop,returning,email,yes,2026-02-04
7828,35-44,male,Italy,mobile,returning,referral,no,2025-07-28
7829,18-24,male,US,tablet,returning,email,no,2026-03-29
7830,55-64,non-binary,Italy,desktop,returning,referral,no,2025-08-06
7831,55-64,male,US,mobile,new,paid search,yes,2025-07-14
7832,25-34,non-binary,Germany,mobile,new,email,yes,2025-07-23
7833,35-44,non-binary,Germany,mobile,new,referral,yes,2025-07-12
7834,35-44,female,UK,desktop,returning,organic search,no,2026-03-15
7835,65+,non-binary,Spain,tablet,new,paid search,yes,2025-07-30
7836,18-24,non-binary,Italy,mobile,new,organic search,yes,2026-03-15
7837,25-34,non-binary,UK,desktop,returning,direct,no,2025-12-21
7838,18-24,non-binary,UK,desktop,new,direct,yes,2025-09-10
7839,65+,female,France,tablet,new,direct,no,2025-06-24
7840,45-54,female,UK,tablet,new,paid search,yes,2026-02-21
7841,55-64,female,Spain,tablet,new,organic search,yes,2025-06-05
7842,18-24,female,UK,desktop,returning,referral,no,2025-06-10
7843,55-64,male,Germany,desktop,returning,paid search,yes,2026-04-17
7844,25-34,non-binary,Spain,tablet,returning,referral,yes,2025-05-25
7845,45-54,female,Italy,mobile,new,paid search,no,2026-01-12
7846,25-34,non-binary,Germany,tablet,new,email,yes,2026-01-07
7847,45-54,female,France,tablet,returning,direct,yes,2025-11-02
7848,45-54,non-binary,France,tablet,new,direct,no,2025-12-19
7849,55-64,male,Spain,tablet,returning,email,yes,2025-04-27
7850,25-34,female,Italy,mobile,returning,organic search,no,2026-02-15
7851,25-34,male,US,mobile,returning,direct,yes,2026-03-23
7852,18-24,male,US,tablet,new,direct,yes,2025-11-21
7853,25-34,non-binary,Spain,desktop,returning,organic search,yes,2025-05-11
7854,18-24,female,Spain,desktop,returning,organic search,yes,2026-03-20
7855,35-44,male,Germany,mobile,new,email,yes,2025-10-29
7856,35-44,non-binary,France,tablet,returning,direct,yes,2025-09-16
7857,35-44,non-binary,Spain,desktop,returning,email,yes,2025-12-22
7858,65+,non-binary,UK,mobile,new,paid search,no,2025-08-25
7859,25-34,male,Germany,mobile,returning,organic search,no,2025-11-02
7860,65+,non-binary,France,mobile,returning,organic search,no,2026-04-08
7861,25-34,non-binary,Germany,mobile,returning,direct,yes,2026-04-02
7862,18-24,non-binary,France,tablet,returning,referral,yes,2026-04-08
7863,65+,male,UK,mobile,returning,email,yes,2025-12-04
7864,65+,non-binary,France,desktop,new,organic search,yes,2026-03-28
7865,65+,male,Germany,tablet,returning,organic search,yes,2025-08-09
7866,45-54,non-binary,France,mobile,new,direct,no,2025-11-01
7867,18-24,male,Germany,desktop,returning,direct,yes,2025-07-05
7868,35-44,male,Spain,desktop,new,referral,yes,2026-02-15
7869,18-24,female,UK,desktop,returning,paid search,no,2026-04-15
7870,45-54,female,Germany,tablet,new,paid search,yes,2025-11-09
7871,25-34,female,US,tablet,new,direct,yes,2025-08-11
7872,18-24,male,US,desktop,returning,referral,no,2025-09-26
7873,65+,non-binary,Italy,tablet,new,direct,no,2025-07-20
7874,35-44,non-binary,Italy,mobile,returning,paid search,yes,2026-02-10
7875,35-44,male,France,mobile,new,email,yes,2025-12-04
7876,25-34,non-binary,Spain,mobile,new,organic search,no,2025-06-13
7877,18-24,male,Spain,tablet,new,organic search,yes,2025-05-16
7878,45-54,non-binary,US,tablet,returning,referral,yes,2025-11-15
7879,25-34,male,France,tablet,new,paid search,no,2026-03-01
7880,18-24,female,Spain,desktop,returning,referral,no,2025-10-06
7881,55-64,female,Spain,mobile,returning,referral,no,2025-10-27
7882,35-44,non-binary,France,desktop,new,referral,yes,2026-04-24
7883,45-54,non-binary,Germany,desktop,new,organic search,no,2025-11-21
7884,65+,non-binary,US,mobile,new,referral,yes,2025-05-07
7885,45-54,non-binary,Italy,tablet,new,paid search,no,2025-11-06
7886,65+,female,Spain,desktop,returning,paid search,yes,2025-09-06
7887,45-54,female,Germany,desktop,returning,email,no,2025-09-24
7888,35-44,male,Germany,tablet,returning,paid search,no,2026-03-25
7889,65+,non-binary,Germany,tablet,new,organic search,no,2026-01-16
7890,18-24,female,Germany,mobile,new,paid search,yes,2026-02-20
7891,65+,male,UK,desktop,returning,direct,yes,2025-07-01
7892,25-34,male,UK,mobile,new,referral,yes,2025-10-19
7893,18-24,male,Italy,desktop,returning,email,no,2025-06-10
7894,25-34,female,France,mobile,new,direct,no,2026-01-21
7895,45-54,male,US,mobile,returning,paid search,no,2025-11-12
7896,18-24,non-binary,France,tablet,new,paid search,yes,2025-10-20
7897,45-54,male,UK,desktop,new,referral,yes,2025-08-25
7898,55-64,male,France,mobile,returning,referral,yes,2026-01-17
7899,45-54,female,France,tablet,new,organic search,no,2025-04-28
7900,45-54,male,Germany,tablet,new,email,no,2025-04-29
7901,25-34,female,Spain,tablet,new,organic search,no,2026-01-11
7902,65+,female,UK,desktop,returning,paid search,no,2025-07-15
7903,55-64,non-binary,UK,mobile,returning,email,no,2025-09-19
7904,45-54,male,France,desktop,new,email,no,2025-12-06
7905,45-54,non-binary,Spain,desktop,new,organic search,no,2025-06-03
7906,55-64,non-binary,France,tablet,new,paid search,yes,2025-08-29
7907,55-64,male,US,desktop,new,paid search,yes,2025-09-12
7908,18-24,male,UK,desktop,new,organic search,yes,2025-12-18
7909,25-34,female,Germany,mobile,new,email,yes,2026-03-25
7910,55-64,male,Germany,tablet,returning,email,yes,2025-08-03
7911,55-64,female,Germany,tablet,returning,direct,no,2025-07-06
7912,35-44,non-binary,Italy,mobile,new,organic search,no,2025-11-24
7913,65+,non-binary,Italy,desktop,new,paid search,no,2025-08-05
7914,55-64,female,UK,mobile,returning,direct,yes,2025-07-26
7915,25-34,male,UK,mobile,returning,organic search,yes,2025-08-07
7916,65+,male,Germany,desktop,returning,email,no,2025-10-25
7917,65+,female,UK,tablet,returning,referral,yes,2025-12-19
7918,45-54,non-binary,Germany,mobile,returning,organic search,yes,2025-09-05
7919,45-54,female,US,desktop,new,email,yes,2025-09-14
7920,45-54,male,US,tablet,new,referral,no,2025-07-05
7921,45-54,male,US,mobile,new,paid search,yes,2025-11-04
7922,35-44,female,France,mobile,returning,referral,yes,2025-10-06
7923,55-64,male,France,tablet,returning,paid search,no,2025-07-15
7924,45-54,non-binary,Spain,mobile,returning,referral,yes,2025-10-04
7925,18-24,female,Spain,mobile,new,email,no,2026-01-22
7926,45-54,non-binary,Spain,desktop,returning,direct,yes,2026-02-11
7927,55-64,non-binary,US,mobile,new,paid search,no,2025-09-16
7928,45-54,female,US,mobile,new,organic search,yes,2025-09-13
7929,35-44,female,US,desktop,new,referral,no,2026-03-22
7930,25-34,male,UK,desktop,new,organic search,yes,2025-09-27
7931,25-34,male,UK,tablet,returning,paid search,no,2025-08-11
7932,55-64,female,US,tablet,new,paid search,yes,2025-10-17
7933,25-34,female,Germany,tablet,returning,referral,yes,2025-07-03
7934,25-34,male,Spain,desktop,new,organic search,no,2025-12-02
7935,18-24,male,France,mobile,returning,direct,yes,2025-06-14
7936,55-64,male,Spain,mobile,new,direct,yes,2025-12-04
7937,55-64,female,Germany,mobile,new,direct,yes,2026-01-16
7938,25-34,female,Italy,mobile,new,direct,yes,2025-07-22
7939,25-34,male,UK,desktop,new,direct,yes,2026-03-07
7940,25-34,non-binary,US,tablet,new,referral,no,2025-06-02
7941,65+,non-binary,UK,tablet,new,direct,yes,2026-01-29
7942,35-44,male,UK,tablet,new,paid search,yes,2025-08-07
7943,45-54,female,Germany,desktop,new,paid search,no,2026-03-03
7944,35-44,female,UK,tablet,returning,referral,yes,2025-07-25
7945,55-64,non-binary,UK,desktop,returning,direct,yes,2025-11-26
7946,18-24,male,Spain,mobile,new,referral,yes,2025-10-09
7947,45-54,non-binary,Spain,desktop,new,referral,yes,2026-03-23
7948,18-24,non-binary,Italy,desktop,returning,email,yes,2025-09-19
7949,65+,male,Germany,tablet,new,paid search,no,2025-07-10
7950,55-64,non-binary,US,mobile,new,organic search,yes,2025-06-20
7951,65+,female,Spain,desktop,returning,referral,yes,2026-03-01
7952,55-64,non-binary,Italy,desktop,returning,referral,no,2026-02-05
7953,18-24,male,UK,desktop,new,referral,yes,2025-06-22
7954,18-24,female,Italy,desktop,new,direct,no,2025-10-25
7955,18-24,female,Italy,tablet,returning,organic search,yes,2026-03-03
7956,55-64,non-binary,France,tablet,new,direct,yes,2025-04-28
7957,25-34,female,Spain,tablet,returning,direct,no,2025-07-02
