session_id,user_id,session_date,device,country,acquisition_channel,session_duration_seconds
17932,13024,2026-04-27,mobile,UK,email,1164
17933,23625,2026-05-04,mobile,UK,paid search,70
17934,3899,2026-05-10,desktop,US,email,213
17935,10841,2026-04-29,desktop,France,paid search,1260
17936,14426,2026-05-12,tablet,Spain,organic search,1649
17937,11113,2026-04-26,tablet,Germany,paid search,489
17938,21180,2026-05-10,tablet,UK,direct,165
17939,9644,2026-05-11,desktop,Italy,direct,1734
17940,6465,2026-05-12,mobile,Spain,paid search,736
17941,20594,2026-04-29,desktop,US,organic search,1259
17942,6094,2026-04-30,desktop,US,email,179
17943,24436,2026-05-02,mobile,UK,email,254
17944,23326,2026-05-05,mobile,Spain,direct,1713
17945,14748,2026-05-15,mobile,Spain,referral,1401
17946,5979,2026-05-10,mobile,France,paid search,197
17947,1916,2026-04-30,desktop,UK,paid search,478
17948,23657,2026-05-04,mobile,UK,referral,489
17949,9609,2026-05-09,tablet,Spain,direct,118
17950,15520,2026-05-12,mobile,Italy,organic search,306
17951,16546,2026-05-13,desktop,UK,referral,505
17952,3012,2026-05-15,mobile,Italy,paid search,62
17953,4370,2026-04-29,desktop,Italy,email,1747
17954,8232,2026-05-14,tablet,France,organic search,720
17955,656,2026-04-25,desktop,US,email,705
17956,5301,2026-04-27,mobile,France,paid search,1606
17957,4062,2026-04-26,mobile,Germany,email,1356
17958,22603,2026-04-26,mobile,UK,organic search,1494
17959,5223,2026-05-12,mobile,UK,email,812
17960,5507,2026-04-25,mobile,Italy,direct,101
17961,8575,2026-05-09,tablet,Spain,paid search,351
17962,22903,2026-04-26,mobile,Germany,direct,1675
17963,16952,2026-05-07,mobile,Italy,organic search,1365
17964,16962,2026-05-14,tablet,France,organic search,454
17965,2567,2026-05-09,mobile,France,email,109
17966,7726,2026-05-09,mobile,Germany,paid search,1053
17967,4669,2026-04-30,desktop,Spain,email,1064
17968,14728,2026-04-26,mobile,Spain,paid search,1343
17969,23519,2026-05-08,mobile,Italy,organic search,1106
17970,18682,2026-05-05,mobile,France,referral,1225
17971,6977,2026-05-07,tablet,Spain,email,1412
17972,19147,2026-04-27,tablet,Spain,email,272
17973,17280,2026-05-12,mobile,Germany,referral,511
17974,21119,2026-04-25,mobile,Germany,paid search,855
17975,3133,2026-05-14,mobile,Spain,referral,923
17976,8709,2026-05-02,mobile,Italy,email,799
17977,18672,2026-05-15,mobile,UK,direct,1788
17978,22704,2026-05-14,tablet,Spain,direct,834
17979,17163,2026-05-07,desktop,US,direct,1565
17980,1291,2026-04-26,mobile,Germany,email,1113
17981,7781,2026-04-29,tablet,France,direct,488
17982,20232,2026-05-07,tablet,Germany,paid search,1160
17983,2522,2026-05-10,tablet,UK,email,1259
17984,9504,2026-04-30,mobile,UK,referral,311
17985,3509,2026-05-03,tablet,France,organic search,1441
17986,12010,2026-05-11,tablet,France,direct,97
17987,14905,2026-05-01,mobile,Spain,referral,1159
17988,8733,2026-04-26,mobile,Italy,email,547
17989,15571,2026-05-03,tablet,US,referral,78
17990,24016,2026-05-08,mobile,US,email,1391
17991,4972,2026-05-09,mobile,Germany,direct,414
17992,4824,2026-05-13,desktop,Spain,paid search,1686
17993,16221,2026-04-29,mobile,US,email,213
17994,18368,2026-05-10,mobile,Italy,email,654
17995,23912,2026-05-11,tablet,Italy,email,1474
17996,15168,2026-04-26,tablet,Spain,direct,1304
17997,13843,2026-05-10,mobile,Germany,email,744
17998,3179,2026-05-12,desktop,Italy,direct,876
17999,18372,2026-04-30,tablet,US,direct,859
18000,20703,2026-04-26,mobile,UK,direct,1302
18001,1601,2026-05-01,desktop,UK,email,901
18002,21299,2026-05-12,mobile,UK,organic search,1004
18003,10321,2026-04-30,tablet,US,paid search,754
18004,24130,2026-05-10,mobile,UK,paid search,957
18005,24032,2026-05-05,mobile,UK,direct,786
18006,4199,2026-05-05,tablet,Spain,referral,406
18007,23752,2026-05-05,tablet,Germany,organic search,658
18008,19705,2026-04-27,mobile,Spain,direct,495
18009,4530,2026-04-30,desktop,US,organic search,962
18010,432,2026-05-13,tablet,Italy,paid search,554
18011,3946,2026-05-05,tablet,US,organic search,1525
18012,5231,2026-05-04,desktop,France,referral,840
18013,24506,2026-04-29,desktop,Spain,email,653
18014,1705,2026-05-07,mobile,Germany,email,1205
18015,15011,2026-05-10,desktop,France,organic search,1004
18016,11293,2026-04-25,mobile,Italy,referral,1745
18017,11459,2026-05-07,mobile,Spain,organic search,1665
18018,15170,2026-05-14,desktop,Italy,email,1288
18019,15859,2026-05-14,tablet,Italy,direct,1156
18020,11616,2026-04-26,desktop,UK,referral,634
18021,21481,2026-04-28,mobile,US,direct,174
18022,15893,2026-04-28,mobile,Germany,email,495
18023,22141,2026-05-11,tablet,Italy,organic search,406
18024,3765,2026-05-10,mobile,Germany,paid search,393
18025,22550,2026-05-05,mobile,UK,referral,1437
18026,14006,2026-05-07,desktop,US,paid search,495
18027,16184,2026-04-26,desktop,US,paid search,955
18028,15647,2026-05-03,tablet,France,organic search,1102
18029,18253,2026-05-15,tablet,France,organic search,162
18030,18070,2026-05-13,desktop,Germany,referral,1702
18031,11068,2026-05-08,desktop,France,direct,906
18032,22619,2026-05-02,tablet,Germany,direct,1625
18033,5413,2026-05-13,desktop,US,paid search,165
18034,24082,2026-05-06,desktop,France,paid search,959
18035,9248,2026-05-11,mobile,Germany,organic search,1030
18036,4076,2026-05-01,mobile,UK,email,1145
18037,8101,2026-05-13,tablet,Spain,paid search,695
18038,12678,2026-05-06,tablet,Spain,organic search,1042
18039,19610,2026-05-15,mobile,Spain,paid search,1234
18040,18940,2026-04-25,mobile,Spain,email,1417
18041,22023,2026-05-03,mobile,Germany,paid search,1539
18042,3078,2026-05-12,mobile,France,paid search,366
18043,16197,2026-04-30,desktop,Italy,referral,1431
18044,22393,2026-04-26,tablet,Italy,paid search,865
18045,4207,2026-05-15,tablet,US,organic search,1114
18046,14065,2026-05-15,desktop,Germany,email,1016
18047,13183,2026-04-27,mobile,France,email,1055
18048,22518,2026-04-25,desktop,US,referral,1133
18049,6206,2026-05-03,tablet,Spain,email,765
18050,3993,2026-05-11,tablet,US,direct,1447
18051,17757,2026-05-08,tablet,Italy,referral,1760
18052,15594,2026-04-30,desktop,France,organic search,623
18053,18383,2026-05-11,mobile,Germany,direct,684
18054,11969,2026-05-13,mobile,UK,email,1577
18055,16405,2026-05-13,mobile,Italy,direct,977
18056,15,2026-04-30,desktop,Germany,referral,1420
18057,8842,2026-04-25,tablet,UK,organic search,1750
18058,6894,2026-05-15,desktop,France,referral,100
18059,21009,2026-05-09,mobile,Spain,paid search,1551
18060,3417,2026-05-05,tablet,France,direct,1690
18061,6686,2026-05-07,desktop,France,paid search,263
18062,3283,2026-04-29,mobile,UK,email,1793
18063,1281,2026-05-09,desktop,Spain,organic search,238
18064,497,2026-05-05,mobile,Italy,organic search,1112
18065,5816,2026-05-10,tablet,UK,organic search,1071
18066,14982,2026-05-07,tablet,US,email,209
18067,17451,2026-05-02,tablet,Germany,email,344
18068,24255,2026-04-28,desktop,France,paid search,1610
18069,3895,2026-04-27,desktop,UK,paid search,574
18070,3040,2026-05-08,tablet,Italy,referral,328
18071,9139,2026-05-09,tablet,US,direct,1331
18072,2148,2026-04-28,tablet,France,referral,1772
18073,11501,2026-05-13,desktop,UK,direct,191
18074,3362,2026-05-02,desktop,Spain,email,1454
18075,9349,2026-04-28,mobile,US,referral,1560
18076,8362,2026-05-11,mobile,Germany,direct,1187
18077,6144,2026-05-05,mobile,Germany,email,602
18078,7374,2026-05-09,desktop,UK,referral,1470
18079,8160,2026-04-30,mobile,UK,paid search,1541
18080,1243,2026-05-06,mobile,Spain,direct,695
18081,12759,2026-05-04,mobile,Germany,referral,1073
18082,21708,2026-05-12,tablet,Italy,direct,687
18083,10846,2026-05-15,tablet,US,email,1724
18084,17496,2026-05-03,desktop,Italy,email,1772
18085,4999,2026-05-10,mobile,Germany,email,1266
18086,10436,2026-04-25,mobile,US,organic search,764
18087,7624,2026-05-13,tablet,UK,paid search,413
18088,23135,2026-05-12,desktop,France,paid search,1730
18089,2587,2026-04-27,mobile,UK,organic search,291
18090,1058,2026-05-04,mobile,Spain,direct,1284
18091,5696,2026-05-14,desktop,France,organic search,1576
18092,10938,2026-05-06,mobile,France,direct,579
18093,22917,2026-05-05,mobile,Spain,email,183
18094,10884,2026-05-06,tablet,US,organic search,1006
18095,2090,2026-05-11,mobile,US,direct,310
18096,13302,2026-04-27,desktop,US,referral,1318
18097,12355,2026-05-07,tablet,UK,email,1145
18098,22421,2026-05-07,desktop,Spain,referral,396
18099,2981,2026-05-06,mobile,Italy,email,639
18100,13568,2026-05-04,tablet,US,email,1158
18101,11399,2026-04-28,tablet,Italy,direct,945
18102,19176,2026-05-10,tablet,Germany,direct,868
18103,21357,2026-05-07,mobile,US,email,1307
18104,2141,2026-05-08,desktop,US,referral,519
18105,11501,2026-05-14,desktop,Spain,direct,1604
18106,12501,2026-04-30,tablet,Spain,direct,413
18107,14125,2026-05-04,tablet,US,paid search,1652
18108,9300,2026-04-30,mobile,France,organic search,510
18109,14790,2026-05-05,desktop,Italy,direct,380
18110,5791,2026-05-08,tablet,Italy,paid search,197
18111,18682,2026-05-07,tablet,UK,paid search,216
18112,18659,2026-05-11,tablet,US,referral,975
18113,3867,2026-05-11,desktop,Germany,paid search,918
18114,23746,2026-05-03,desktop,France,organic search,196
18115,1507,2026-04-25,tablet,Italy,email,1320
18116,7709,2026-04-27,desktop,US,paid search,995
18117,14167,2026-05-12,tablet,Germany,email,1402
18118,21725,2026-05-10,tablet,UK,organic search,1564
18119,16750,2026-05-04,desktop,US,organic search,1676
18120,6973,2026-05-13,tablet,Italy,referral,773
18121,20258,2026-05-13,desktop,France,email,1622
18122,13330,2026-05-10,tablet,UK,email,428
18123,23964,2026-04-28,desktop,Spain,referral,1502
18124,16670,2026-05-06,mobile,UK,organic search,312
18125,14941,2026-05-04,mobile,Spain,paid search,513
18126,15510,2026-04-29,desktop,US,email,1272
18127,14313,2026-05-09,tablet,Germany,paid search,188
18128,16767,2026-04-28,mobile,France,paid search,1692
18129,21635,2026-04-29,tablet,Germany,direct,1106
18130,11237,2026-05-05,desktop,US,organic search,1322
18131,11033,2026-05-05,tablet,France,direct,684
18132,20289,2026-05-05,desktop,France,email,495
18133,1685,2026-05-05,tablet,US,email,1211
18134,19934,2026-05-07,tablet,US,direct,1419
18135,15040,2026-05-15,tablet,US,direct,529
18136,3936,2026-05-11,mobile,Italy,email,1595
18137,18351,2026-05-07,desktop,UK,organic search,1219
18138,7896,2026-04-25,mobile,Spain,paid search,89
18139,2213,2026-05-08,tablet,Italy,paid search,325
18140,5083,2026-05-11,mobile,Spain,organic search,60
18141,24678,2026-05-11,tablet,France,organic search,1518
18142,14243,2026-04-29,desktop,France,email,1181
18143,15888,2026-05-05,tablet,Germany,paid search,1092
18144,9540,2026-05-10,desktop,US,organic search,460
18145,24222,2026-05-04,mobile,US,paid search,833
18146,8326,2026-04-27,mobile,US,organic search,719
18147,10414,2026-05-04,mobile,Spain,email,1217
18148,9001,2026-05-14,tablet,Italy,paid search,750
18149,14256,2026-05-02,tablet,Spain,organic search,261
18150,5519,2026-04-29,tablet,France,email,1566
18151,15879,2026-04-29,mobile,Germany,direct,1016
18152,8039,2026-05-08,desktop,France,paid search,1414
18153,6437,2026-05-10,desktop,France,organic search,96
18154,6631,2026-05-09,desktop,US,organic search,1516
18155,23105,2026-05-11,desktop,Spain,referral,1763
18156,10478,2026-05-12,desktop,US,email,625
18157,9370,2026-05-08,tablet,Spain,email,1284
18158,20530,2026-05-09,mobile,France,email,1425
18159,21111,2026-04-25,tablet,Italy,paid search,1494
18160,5662,2026-05-06,desktop,Germany,organic search,1185
18161,14423,2026-05-02,tablet,France,organic search,523
18162,21666,2026-05-09,tablet,Spain,referral,629
18163,22256,2026-05-09,mobile,France,direct,1190
18164,6190,2026-04-30,mobile,Italy,paid search,1180
18165,5699,2026-05-14,desktop,UK,direct,188
18166,5372,2026-05-02,desktop,UK,paid search,118
18167,6330,2026-05-08,desktop,US,direct,1721
18168,22259,2026-05-07,desktop,Spain,email,1778
18169,19943,2026-04-27,mobile,Spain,email,1677
18170,3725,2026-04-28,tablet,US,organic search,570
18171,7197,2026-05-02,tablet,Italy,referral,1319
18172,7093,2026-05-03,mobile,Italy,direct,807
18173,543,2026-05-10,tablet,Germany,paid search,108
18174,10041,2026-05-06,desktop,France,email,547
18175,24456,2026-05-06,desktop,US,paid search,216
18176,2142,2026-05-06,mobile,France,direct,1153
18177,4087,2026-04-28,mobile,Italy,direct,1280
18178,6966,2026-05-05,desktop,Spain,organic search,1559
18179,4301,2026-05-02,mobile,US,email,503
18180,16312,2026-05-09,mobile,France,organic search,1443
18181,2843,2026-05-15,desktop,France,referral,1294
18182,11583,2026-05-07,mobile,Spain,paid search,945
18183,15386,2026-05-04,mobile,US,organic search,1198
18184,11996,2026-05-02,tablet,Spain,organic search,1418
18185,567,2026-04-25,mobile,UK,direct,1405
18186,22701,2026-05-08,tablet,Italy,direct,507
18187,15571,2026-05-15,tablet,Spain,referral,1177
18188,3280,2026-04-29,tablet,France,direct,1784
18189,4321,2026-05-08,mobile,Spain,paid search,1092
18190,6682,2026-05-03,mobile,Spain,referral,601
18191,2073,2026-05-13,desktop,Spain,paid search,509
18192,24144,2026-05-07,desktop,Spain,organic search,266
18193,12731,2026-04-25,tablet,Italy,direct,1206
18194,23207,2026-05-02,desktop,Italy,direct,1757
18195,20418,2026-04-25,desktop,UK,referral,868
18196,13226,2026-04-26,desktop,UK,paid search,1270
18197,19094,2026-05-12,tablet,France,paid search,334
18198,12987,2026-05-02,desktop,Italy,paid search,368
18199,15313,2026-04-28,mobile,Italy,direct,846
18200,16604,2026-05-13,tablet,Italy,referral,1630
18201,20612,2026-05-05,tablet,Italy,direct,399
18202,12955,2026-04-27,tablet,Germany,organic search,793
18203,9646,2026-05-13,desktop,UK,referral,953
18204,4162,2026-05-04,mobile,France,referral,1220
18205,5099,2026-05-03,tablet,Germany,paid search,1094
18206,10980,2026-05-06,tablet,France,paid search,710
18207,18103,2026-05-08,desktop,US,paid search,654
18208,15844,2026-05-09,mobile,Spain,referral,77
18209,389,2026-04-29,tablet,UK,organic search,1166
18210,15772,2026-05-08,tablet,Germany,organic search,951
18211,12669,2026-04-26,mobile,France,paid search,727
18212,24270,2026-05-14,desktop,UK,organic search,753
18213,15957,2026-04-28,mobile,US,email,1262
18214,23738,2026-05-09,desktop,Italy,referral,842
18215,23548,2026-05-15,tablet,France,referral,538
18216,10060,2026-05-03,tablet,Spain,direct,218
18217,6965,2026-05-04,tablet,UK,email,735
18218,8499,2026-05-03,tablet,Italy,referral,1320
18219,2991,2026-05-14,mobile,US,direct,913
18220,14735,2026-04-27,tablet,UK,paid search,252
18221,21295,2026-05-07,tablet,France,paid search,1408
18222,13916,2026-05-07,desktop,Spain,email,1071
18223,5707,2026-05-05,tablet,UK,organic search,380
18224,20052,2026-04-26,desktop,Italy,direct,1069
18225,11931,2026-05-10,tablet,Spain,email,1143
18226,3129,2026-04-27,mobile,Spain,paid search,1536
18227,3185,2026-05-15,tablet,US,email,610
18228,16945,2026-05-02,desktop,Spain,paid search,1473
18229,7032,2026-05-07,tablet,US,paid search,1746
18230,23730,2026-05-05,mobile,France,email,513
18231,16141,2026-04-25,desktop,US,email,1379
18232,21188,2026-04-26,mobile,Germany,organic search,1355
18233,4400,2026-05-10,mobile,France,paid search,1714
18234,15804,2026-05-03,mobile,France,email,553
18235,2638,2026-05-13,desktop,Germany,referral,290
18236,18950,2026-04-26,mobile,US,email,560
18237,10563,2026-04-25,desktop,Italy,organic search,987
18238,24286,2026-05-12,desktop,UK,organic search,788
18239,21930,2026-05-09,tablet,Germany,direct,623
18240,16510,2026-04-29,desktop,UK,referral,717
18241,9625,2026-05-01,mobile,France,direct,1514
18242,12540,2026-05-01,desktop,Italy,referral,1439
18243,18779,2026-05-09,tablet,France,paid search,769
18244,3572,2026-05-12,mobile,France,direct,860
18245,21219,2026-05-10,tablet,Germany,referral,77
18246,24753,2026-04-29,desktop,US,organic search,1778
18247,9379,2026-05-07,mobile,Spain,direct,1383
18248,13948,2026-05-05,mobile,Spain,direct,695
18249,14471,2026-05-08,mobile,Spain,organic search,1692
18250,3796,2026-05-15,desktop,Spain,organic search,314
18251,11371,2026-05-06,desktop,UK,paid search,124
18252,11978,2026-05-03,desktop,Italy,paid search,1117
18253,2699,2026-05-10,tablet,Italy,organic search,427
18254,9351,2026-05-06,tablet,Germany,direct,1560
18255,22224,2026-04-26,tablet,France,direct,1192
18256,23491,2026-05-10,tablet,US,paid search,712
18257,5657,2026-04-30,tablet,US,email,1798
18258,19060,2026-05-10,tablet,Germany,paid search,566
18259,3669,2026-04-25,mobile,France,organic search,1073
18260,17156,2026-05-13,mobile,France,email,1078
18261,10744,2026-04-28,tablet,UK,paid search,702
18262,23603,2026-05-09,mobile,Spain,organic search,1557
18263,20779,2026-04-29,mobile,Spain,referral,1626
18264,13357,2026-04-25,mobile,Germany,organic search,74
18265,3115,2026-04-27,tablet,Spain,email,1108
18266,21128,2026-04-27,mobile,Italy,email,1635
18267,5298,2026-05-12,desktop,Italy,referral,1101
18268,18014,2026-04-28,desktop,Spain,email,163
18269,1124,2026-05-03,mobile,Spain,direct,637
18270,12732,2026-05-10,desktop,UK,direct,1567
18271,22175,2026-04-25,desktop,France,paid search,945
18272,11552,2026-04-26,desktop,Germany,paid search,1269
18273,8229,2026-05-10,tablet,France,referral,602
18274,1764,2026-05-07,mobile,Italy,organic search,906
18275,12786,2026-05-04,tablet,UK,direct,360
18276,8548,2026-05-15,mobile,Spain,paid search,303
18277,4475,2026-05-10,tablet,Italy,email,140
18278,2214,2026-04-25,desktop,UK,referral,932
18279,22388,2026-05-06,mobile,Spain,referral,1503
18280,18910,2026-05-01,desktop,US,email,1009
18281,16384,2026-04-29,tablet,US,referral,1680
18282,19355,2026-05-08,tablet,France,paid search,1204
18283,6579,2026-05-13,tablet,UK,paid search,628
18284,11774,2026-04-25,mobile,Germany,paid search,311
18285,12479,2026-05-04,mobile,France,paid search,1408
18286,18312,2026-05-11,tablet,Spain,organic search,1353
18287,13154,2026-05-10,mobile,US,organic search,612
18288,2383,2026-05-09,tablet,UK,direct,1403
18289,16349,2026-05-03,tablet,Spain,organic search,1638
18290,16391,2026-04-28,mobile,Spain,paid search,1175
18291,3780,2026-04-29,tablet,France,paid search,1579
18292,1257,2026-04-28,desktop,US,paid search,302
18293,22064,2026-04-30,mobile,UK,referral,257
18294,21512,2026-05-15,tablet,Germany,direct,1416
18295,8279,2026-04-29,mobile,UK,direct,1205
18296,21840,2026-05-04,mobile,US,email,739
18297,3371,2026-05-09,mobile,UK,referral,1384
18298,16434,2026-04-30,desktop,Italy,referral,328
18299,7317,2026-05-14,tablet,France,email,1439
18300,18061,2026-04-27,desktop,US,paid search,604
18301,24886,2026-05-10,mobile,Germany,paid search,1122
18302,18483,2026-05-08,tablet,Italy,email,778
18303,13061,2026-04-25,mobile,Spain,email,86
18304,5579,2026-05-04,desktop,Germany,direct,1379
18305,18286,2026-04-29,tablet,UK,referral,530
18306,11572,2026-04-26,desktop,France,email,824
18307,7434,2026-04-25,mobile,France,referral,558
18308,20434,2026-05-13,desktop,Germany,direct,663
18309,16590,2026-05-07,mobile,Italy,email,715
18310,10408,2026-05-10,mobile,Italy,paid search,1737
18311,23914,2026-04-29,mobile,Italy,organic search,1704
18312,16582,2026-04-25,mobile,UK,direct,1169
18313,14330,2026-04-28,mobile,Spain,paid search,100
18314,9081,2026-05-14,tablet,Spain,paid search,1201
18315,10346,2026-05-01,mobile,France,referral,449
18316,1687,2026-05-14,desktop,Spain,direct,960
18317,6210,2026-04-29,desktop,Italy,email,375
18318,19289,2026-05-04,desktop,Germany,paid search,1063
18319,19741,2026-05-10,mobile,UK,organic search,248
18320,1794,2026-05-12,tablet,Italy,referral,413
18321,19275,2026-05-05,tablet,Germany,referral,1451
18322,10061,2026-04-28,tablet,France,direct,215
18323,11065,2026-05-01,desktop,Italy,direct,392
18324,22468,2026-05-12,tablet,Germany,direct,379
18325,777,2026-05-14,mobile,UK,email,804
18326,14457,2026-05-08,tablet,US,paid search,1594
18327,12962,2026-05-05,mobile,Spain,organic search,1229
18328,21474,2026-05-03,tablet,Italy,referral,674
18329,20402,2026-04-30,mobile,Germany,referral,1166
18330,15593,2026-05-06,tablet,Italy,direct,1799
18331,22177,2026-05-14,mobile,UK,direct,247
18332,7842,2026-05-12,desktop,France,paid search,1091
18333,16983,2026-05-10,mobile,Germany,email,1543
18334,1079,2026-05-01,mobile,UK,email,893
18335,17089,2026-04-25,mobile,Spain,organic search,1508
18336,15960,2026-05-11,desktop,Spain,email,99
18337,22840,2026-05-14,desktop,UK,paid search,525
18338,687,2026-05-02,tablet,France,email,488
18339,18386,2026-05-07,tablet,Spain,referral,1565
18340,17465,2026-05-13,tablet,US,organic search,105
18341,14499,2026-05-11,mobile,Italy,direct,1302
18342,13372,2026-04-27,tablet,UK,organic search,671
18343,1798,2026-05-14,tablet,UK,organic search,183
18344,20611,2026-05-10,mobile,Italy,direct,312
18345,14176,2026-05-13,mobile,Germany,email,1300
18346,5316,2026-05-01,mobile,France,direct,718
18347,9517,2026-05-02,mobile,Germany,email,304
18348,19975,2026-05-04,tablet,UK,direct,651
18349,14915,2026-05-11,tablet,France,organic search,591
18350,23491,2026-05-09,mobile,UK,referral,721
18351,17809,2026-05-03,desktop,Spain,email,890
18352,9254,2026-05-04,desktop,France,referral,976
18353,13103,2026-05-11,mobile,Italy,direct,1159
18354,21441,2026-05-13,desktop,Germany,organic search,955
18355,5570,2026-05-07,tablet,Spain,email,1142
18356,10251,2026-05-01,mobile,US,paid search,180
18357,8766,2026-04-26,desktop,Germany,direct,1740
18358,1801,2026-05-12,tablet,UK,organic search,1663
18359,17192,2026-05-04,mobile,Italy,email,103
18360,10041,2026-05-08,tablet,US,email,296
18361,24060,2026-05-06,tablet,Italy,email,1369
18362,14625,2026-05-14,desktop,Italy,email,1745
18363,5560,2026-04-30,tablet,Spain,direct,948
18364,2943,2026-05-03,tablet,France,paid search,598
18365,7526,2026-05-10,desktop,France,email,1017
18366,11767,2026-05-02,desktop,Spain,email,1651
18367,3027,2026-05-01,desktop,France,email,893
18368,16120,2026-05-04,mobile,France,email,1557
18369,1054,2026-04-30,mobile,Spain,direct,417
18370,253,2026-05-01,desktop,France,referral,948
18371,14753,2026-05-03,tablet,UK,referral,1188
18372,15487,2026-05-12,tablet,Spain,paid search,361
18373,2534,2026-04-26,mobile,Germany,referral,1016
18374,20932,2026-05-01,mobile,Spain,direct,1629
18375,11263,2026-05-04,tablet,UK,paid search,730
18376,7157,2026-05-10,desktop,UK,paid search,896
18377,5014,2026-05-05,desktop,US,paid search,478
18378,11031,2026-05-08,tablet,US,referral,1584
18379,17865,2026-05-08,desktop,France,referral,1115
18380,21398,2026-05-11,desktop,Italy,paid search,1272
18381,957,2026-05-14,tablet,Italy,organic search,791
18382,24612,2026-05-05,desktop,Italy,referral,415
18383,2812,2026-05-03,mobile,Italy,referral,1509
18384,1356,2026-05-07,desktop,Germany,paid search,1059
18385,5443,2026-04-29,desktop,Italy,email,902
18386,3027,2026-05-11,mobile,France,organic search,1147
18387,14021,2026-05-13,desktop,UK,paid search,585
18388,23133,2026-05-01,mobile,Spain,organic search,162
18389,16063,2026-05-07,tablet,Germany,organic search,1639
18390,4433,2026-04-29,tablet,UK,organic search,1538
18391,18710,2026-05-14,mobile,US,paid search,878
18392,11705,2026-05-02,desktop,France,organic search,1686
18393,4744,2026-05-08,desktop,UK,direct,1190
18394,1630,2026-05-12,tablet,Spain,email,1218
18395,939,2026-05-15,desktop,Italy,organic search,1130
18396,18616,2026-04-30,mobile,Germany,paid search,1115
18397,17031,2026-05-11,mobile,UK,email,1764
18398,16233,2026-05-03,desktop,Spain,direct,1794
18399,13934,2026-05-10,tablet,UK,organic search,953
18400,18324,2026-05-08,tablet,UK,direct,598
18401,15424,2026-05-05,desktop,Spain,email,547
18402,9741,2026-05-10,mobile,Germany,referral,1743
18403,1252,2026-04-28,desktop,France,referral,234
18404,9614,2026-05-15,mobile,US,organic search,246
18405,1808,2026-05-05,tablet,Germany,paid search,875
18406,17967,2026-05-15,mobile,Italy,direct,153
18407,7311,2026-05-07,mobile,Spain,referral,1586
18408,19907,2026-04-30,tablet,UK,paid search,1058
18409,2821,2026-05-05,mobile,US,paid search,314
18410,13101,2026-05-04,tablet,Spain,email,1045
18411,18009,2026-05-15,mobile,Germany,referral,1167
18412,21467,2026-05-02,mobile,France,paid search,1791
18413,21979,2026-05-07,tablet,Germany,email,1663
18414,13786,2026-05-02,tablet,US,paid search,157
18415,8691,2026-04-30,tablet,Italy,direct,1437
18416,21902,2026-04-28,desktop,US,email,357
18417,10561,2026-04-25,mobile,UK,email,834
18418,16858,2026-05-15,mobile,Germany,organic search,554
18419,2732,2026-05-11,desktop,Germany,referral,1009
18420,7405,2026-05-14,desktop,US,direct,593
18421,14610,2026-05-06,desktop,Italy,organic search,129
18422,9431,2026-05-06,tablet,US,direct,1583
18423,21832,2026-05-03,desktop,Spain,organic search,1565
18424,18476,2026-05-07,mobile,Germany,email,299
18425,340,2026-05-06,tablet,US,email,1111
18426,13521,2026-04-25,tablet,Italy,organic search,108
18427,4908,2026-05-07,tablet,US,direct,1125
18428,14849,2026-05-09,mobile,Germany,direct,327
18429,24015,2026-05-02,tablet,UK,referral,1255
18430,13127,2026-04-30,mobile,UK,organic search,189
18431,21582,2026-04-28,desktop,Spain,referral,613
18432,3330,2026-05-13,mobile,France,organic search,797
18433,6408,2026-05-10,mobile,Germany,paid search,437
18434,18940,2026-05-04,desktop,UK,email,765
18435,17116,2026-05-13,tablet,Italy,paid search,1611
18436,24714,2026-05-14,desktop,US,email,60
18437,14601,2026-05-09,mobile,Spain,email,1239
18438,21767,2026-05-08,tablet,Spain,referral,1372
18439,18353,2026-04-30,mobile,US,email,460
18440,3235,2026-05-10,mobile,UK,direct,1462
18441,5576,2026-05-15,tablet,Spain,organic search,700
18442,4554,2026-05-10,mobile,Spain,paid search,977
18443,16055,2026-05-01,desktop,Spain,direct,315
18444,16642,2026-05-02,mobile,US,referral,91
18445,21527,2026-04-30,tablet,UK,organic search,174
18446,10986,2026-05-12,mobile,Italy,paid search,733
18447,3412,2026-05-05,mobile,Italy,email,1357
18448,10711,2026-05-09,desktop,US,paid search,1200
18449,14550,2026-05-11,mobile,Italy,paid search,720
18450,3071,2026-05-03,mobile,US,direct,539
18451,5101,2026-05-07,mobile,US,paid search,541
18452,24928,2026-04-25,desktop,France,email,572
18453,24234,2026-05-03,tablet,Germany,direct,1261
18454,8052,2026-04-25,desktop,France,referral,680
18455,21783,2026-05-13,mobile,UK,direct,378
18456,3566,2026-05-12,desktop,UK,direct,1609
18457,6734,2026-05-14,desktop,Germany,email,287
18458,7845,2026-05-02,mobile,Germany,organic search,592
18459,6131,2026-05-02,tablet,UK,paid search,1480
18460,19742,2026-05-14,mobile,UK,email,381
18461,23871,2026-04-26,tablet,Germany,direct,1181
18462,4895,2026-05-03,desktop,UK,organic search,1563
18463,16201,2026-05-12,desktop,Germany,direct,224
18464,20691,2026-04-25,desktop,US,paid search,1159
18465,17834,2026-05-09,desktop,Spain,email,1533
18466,21626,2026-04-29,mobile,US,paid search,664
18467,1398,2026-05-07,mobile,Germany,referral,123
18468,15204,2026-05-01,tablet,UK,direct,388
18469,3570,2026-05-04,mobile,Germany,paid search,535
18470,21047,2026-05-06,mobile,France,email,1089
18471,21295,2026-04-29,tablet,Germany,organic search,1265
18472,8288,2026-05-12,desktop,Italy,referral,1769
